CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11,CH_12,CH_13,CH_14,CH_15,CH_16,CH_17
1.0,13.281050682067871,-12.26989459991455,-5.91666316986084,-9.81095027923584,0.0,0.0,0.0,0.0,0.43041881918907166,0.9155250191688538,0.12957730889320374,3.2961599826812744,3.662400007247925,-7.721560001373291,0.0,528349.0
1.0,-10.996994018554688,-38.98720169067383,-0.6406014561653137,6.724520683288574,0.0,0.0,0.0,0.0,0.43041881918907166,0.9155250191688538,0.12957730889320374,3.2961599826812744,3.662400007247925,-7.721560001373291,0.0,528350.0
1.0,-23.709074020385742,-44.77268600463867,-1.2575873136520386,13.792569160461426,0.0,0.0,0.0,0.0,0.43041881918907166,0.9155250191688538,0.12957730889320374,3.2961599826812744,3.662400007247925,-7.721560001373291,0.0,528351.0
1.0,-23.770694732666016,-26.45148277282715,0.9950954914093018,5.608466148376465,0.0,0.0,0.0,0.0,0.42761120200157166,0.922544002532959,0.12402311712503433,-14.130760192871094,2.655240058898926,-9.751139640808105,0.0,528352.0
1.0,-11.847247123718262,6.081140041351318,9.740001678466797,-11.953986167907715,0.0,0.0,0.0,0.0,0.42761120200157166,0.922544002532959,0.12402311712503433,-14.130760192871094,2.655240058898926,-9.751139640808105,0.0,528353.0
1.0,6.773278713226318,35.12858581542969,16.05573844909668,-22.76438331604004,0.0,0.0,0.0,0.0,0.42761120200157166,0.922544002532959,0.12402311712503433,-14.130760192871094,2.655240058898926,-9.751139640808105,0.0,528354.0
1.0,20.888256072998047,44.99806594848633,10.048150062561035,-15.515947341918945,0.0,0.0,0.0,0.0,0.42761120200157166,0.922544002532959,0.12402311712503433,-14.130760192871094,2.655240058898926,-9.751139640808105,0.0,528355.0
1.0,20.446605682373047,30.718524932861328,-6.131643772125244,4.8026580810546875,0.0,0.0,0.0,0.0,0.42761120200157166,0.922544002532959,0.12402311712503433,-14.130760192871094,2.655240058898926,-9.751139640808105,0.0,528356.0
1.0,5.186953067779541,0.08214239776134491,-19.965059280395508,24.666276931762695,0.0,0.0,0.0,0.0,0.42761120200157166,0.922544002532959,0.12402311712503433,-14.130760192871094,2.655240058898926,-9.751139640808105,0.0,528357.0
1.0,-15.946938514709473,-30.673551559448242,-22.453411102294922,34.15285873413086,0.0,0.0,0.0,0.0,0.42761120200157166,0.922544002532959,0.12402311712503433,-14.130760192871094,2.655240058898926,-9.751139640808105,0.0,528358.0
1.0,-28.045745849609375,-44.94948959350586,-19.289306640625,28.768712997436523,0.0,0.0,0.0,0.0,0.42761120200157166,0.922544002532959,0.12402311712503433,-14.130760192871094,2.655240058898926,-9.751139640808105,0.0,528359.0
1.0,-15.931591987609863,-34.93573760986328,-21.44161033630371,7.9280595779418945,0.0,0.0,0.0,0.0,0.42761120200157166,0.922544002532959,0.12402311712503433,-14.130760192871094,2.655240058898926,-9.751139640808105,0.0,528360.0
1.0,21.051851272583008,-6.221438884735107,-28.380353927612305,-24.666610717773438,0.0,0.0,0.0,0.0,0.42761120200157166,0.922544002532959,0.12402311712503433,-14.130760192871094,2.655240058898926,-9.751139640808105,0.0,528361.0
1.0,58.50131607055664,25.349037170410156,-26.30635643005371,-54.73075866699219,0.0,0.0,0.0,0.0,0.42169082164764404,0.8973365426063538,0.13873255252838135,-8.316699981689453,1.2970999479293823,-13.24567985534668,0.0,528362.0
1.0,59.01531219482422,42.5212516784668,-0.21736925840377808,-58.34352111816406,0.0,0.0,0.0,0.0,0.42169082164764404,0.8973365426063538,0.13873255252838135,-8.316699981689453,1.2970999479293823,-13.24567985534668,0.0,528363.0
1.0,9.641451835632324,36.563175201416016,46.20069122314453,-24.908950805664062,0.0,0.0,0.0,0.0,0.42169082164764404,0.8973365426063538,0.13873255252838135,-8.316699981689453,1.2970999479293823,-13.24567985534668,0.0,528364.0
1.0,-58.33451843261719,11.620528221130371,86.16788482666016,28.090957641601562,0.0,0.0,0.0,0.0,0.42169082164764404,0.8973365426063538,0.13873255252838135,-8.316699981689453,1.2970999479293823,-13.24567985534668,0.0,528365.0
1.0,-100.01091003417969,-18.798091888427734,93.69087982177734,69.95438385009766,0.0,0.0,0.0,0.0,0.42169082164764404,0.8973365426063538,0.13873255252838135,-8.316699981689453,1.2970999479293823,-13.24567985534668,0.0,528366.0
1.0,-91.95453643798828,-38.840919494628906,62.08485794067383,78.22982025146484,0.0,0.0,0.0,0.0,0.42169082164764404,0.8973365426063538,0.13873255252838135,-8.316699981689453,1.2970999479293823,-13.24567985534668,0.0,528367.0
1.0,-37.13179016113281,-37.887962341308594,1.9245367050170898,49.07710647583008,0.0,0.0,0.0,0.0,0.42169082164764404,0.8973365426063538,0.13873255252838135,-8.316699981689453,1.2970999479293823,-13.24567985534668,0.0,528368.0
1.0,43.36110305786133,-16.32634925842285,-67.5353775024414,-5.298771858215332,0.0,0.0,0.0,0.0,0.42169082164764404,0.8973365426063538,0.13873255252838135,-8.316699981689453,1.2970999479293823,-13.24567985534668,0.0,528369.0
